No.,book_name,author,publishing-house,date,price,score,url,comment
199,在细雨中呼喊,余华,作家出版社,2012,25.0,8.8,https://book.douban.com/subject/20421947/,这篇书评可能有关键情节透露余华的小说，《在细雨中呼喊》是我最钟爱的。在之前的之前，我一直不敢翻看余华的书籍。这样的不敢是缘于一种害怕，在我的积累的听闻中，这是一个真实书写着生活的残酷无奈与绝望的作家。我是那么喜爱着温暖与干净，以致于连眼睛都拒绝着影视中的血腥。朋友说，你的前生一定是...
200,送你一颗子弹,刘瑜,上海三联书店,2010,25.0,8.6,https://book.douban.com/subject/4238362/,1.而我觉得，检验友谊的唯一标准，就是两个人是否能凑在一起说别人坏话。(P6)2.青春的浓雾散尽以后，裸露出时间的荒原。人一辈子的奋斗，不就是为了摆脱这丧心病狂的自然。(P17)3.人渴望被承认，也就是别人的目光，但是同时，当别人的目光围拢过来的时候，他又感到窒息，...
201,浮生六记,（清）沈复,人民文学出版社,1999,38.0,8.7,https://book.douban.com/subject/1088581/,沈复这人，总体来说是个很失败的家伙。沈复是一个无能的小清新屌丝，进不足以做入世将相，退又不能伴青灯古佛。在老爹的庇护下，尚能每日不思进取，以小清新的生活乐趣为中心来打发时间，插花、游山玩水、搞搞业余的高雅艺术和老婆。可是一旦被赶出家里，就发现自己连独立门户...
202,九州·缥缈录,江南,新世界出版社,2005,20.0,8.8,https://book.douban.com/subject/1321017/,我用了四年时间等到四本书，它们的名字叫做《九州•缥缈录》Ⅰ、Ⅱ、Ⅲ、Ⅳ。我曾幻想等一本叫做《九州•缥缈录Ⅲ》的书能讲完传说中未来第六本书的情节，也就是从年轻的阿苏勒•帕苏尔在殇阳关的战火中领略世界的残酷，一直到他成长为一位为了守护而战的草原英雄。但...
203,理想国,[古希腊] 柏拉图,商务印书馆,1986,28.0,8.8,https://book.douban.com/subject/1004821/,这篇书评可能有关键情节透露被柏拉图虐待之后－－读《理想国》痛痛帮我证实了这些文字是记载在尼罗河边的芦苇做成的昂贵的纸上的。不过，笔呢，就不知道了，只能先假设是三百年后的蒙恬发明了再穿越过来送给柏拉图。柏拉图这家伙真是非一般的啰嗦，很简单的一个道理也要东拉西扯一大堆，再举上十几个例...
204,父权制与资本主义,[日] 上野千鹤子,浙江大学出版社,2020,58.0,9.2,https://book.douban.com/subject/34896921/,这篇书评可能有关键情节透露01.父权制与资本主义的合谋前段时间，听到一个男性问一个孕妇：怀的是女儿还是儿子？孕妇说：女儿。那个男人听了之后，一脸意味深长地笑着说：还是生女儿好啊。这段话其实只说了前半句，后半句应该是：不用辛苦给她买房。我本人是独生女，从很早开始，我妈就跟我说：反正...
205,雷雨,曹禺,人民文学出版社,1999,9.2,8.7,https://book.douban.com/subject/1013416/,有些人的慈善和爱，是晴天把雨伞借给你，雨天又凶巴巴地把它收回去。周朴园和周萍就都是这样的人。第一次看《雷雨》是在高中2年级，那时侯年龄小，只顾看热闹。看完后恨透了蘩漪这个女人，也不明白为什么要让周冲这个善良单纯的孩子死去。5年后再看，竟对蘩漪生出了巨大...
206,一千零一夜,纳训,人民文学出版社,2003,22.0,8.8,https://book.douban.com/subject/1035848/,《一千零一夜》最有名的译本当然是纳训的人文版，李唯中译的这个译本却很有特点。首先李唯中是根据阿拉伯原文善本布拉克本译出的故事最全本，并且里面的诗文也一起译出，值得一提的是花山文艺的这个版本里的诗文是用中国古体诗译出的，里面颇多佳句。后来我在书店中见过另一...
207,孩子你慢慢来,龙应台,生活·读书·新知三联书店,2009,28.0,8.7,https://book.douban.com/subject/4207781/,龙应台在淡水的小街上买花，五岁的男孩想用丝带在花束上系一个蝴蝶结，小孩子的手指在丝带上滚来滚去，慢吞吞地，系不好。阿婆开骂。龙应台说，让伊慢慢来。瞬间被击中，落泪。想起了幼年往事。我的爸妈是很普通的中国父母，工人，初中文化，为生计劳累，教育孩子多用“土法”...
208,雨季不再来,三毛,北京十月文艺出版社,2007,28.0,8.8,https://book.douban.com/subject/2136140/,《雨季不再来》是一位朋友（当时人生低谷支撑、温暖我的几位朋友之一）给我的书。前段时间考试失利（那是我人生中一次很重要的考试），很不开心了一段时间，但是马上又振作起来了，因为在几个月之前已经经历过一次了，那时候比这一次无助。这些我都没有跟他说过，因为那...
209,水浒传（全二册）,[明] 施耐庵,人民文学出版社,1997,50.6,8.7,https://book.douban.com/subject/1008357/,“林教头风雪山神庙”和“林冲雪夜上梁山”这两回，我认为是《水浒传》里最美丽，最哀愁的两回。前面快意恩仇了那么多回，写到这里，作者的步伐仿佛缓慢下来了。其实杀机就暗藏在不远处，但此时此刻，命悬一线的林冲竟然变得像个诗人，而隐藏在背后操纵故事的施耐庵忽然变得...
210,渴望生活:梵高传,[美] 欧文·斯通,北京十月文艺出版社,2008,29.8,9.1,https://book.douban.com/subject/3054821/,很多人知道他的名字，是因为他的油画在拍卖行以天价成交。你问他们最喜欢哪一个画家，他们总是说梵高啊梵高啊。但是，他其实相貌平平，有着棱角分明的大下巴，并不讨人喜欢。他偏执孤独，嗓门粗大，举止无礼，招人厌烦。他被小孩子称作红头发的傻瓜，被大人称作三十岁的白痴...
211,你一生的故事:特德·姜科幻小说集,[美] 特德·姜,译林出版社,2015,36.0,8.8,https://book.douban.com/subject/26295448/,虽然在我看来，这部小说，它的哲学意义，远大于科幻价值。但是我还是想先从书里的这个物理定律说起。在中学的物理课上，我们都做过这个实验，把一根筷子放进水杯里，你会看到筷子在水中变弯了，但我们都知道那其实不是筷子真的弯了，而是光在水中发生了折射。光为什么进入水...
212,银河系漫游指南,[英] 道格拉斯·亚当斯,四川科学技术出版社,2005,16.0,8.8,https://book.douban.com/subject/1394364/,《银河系漫游指南》的小说很好看，比电影好看10倍。它是一个叫道格拉斯·亚当斯的人写的，他当过阿拉伯王公的保镖，准备着一旦有人举着鸡蛋或者炸弹尖叫着跑过来，就立刻鼠窜，他客串过PINKFLOYD的吉他手，因为跟乐队成员是好朋友，他还做过鸡场清洁工，一个扫鸡粪的。。。...
213,孙子兵法,孙武,上海古籍出版社,2006,20.0,9.4,https://book.douban.com/subject/1949420/,在豆瓣开了一个专栏，主要写投资与自我管理方面，欢迎关注：http://read.douban.com/column/93927/这几天看了毛泽东文选中关于战术战略的运用，其游击战术不少是《孙子兵法》的发挥。孙子兵法可与毛泽东的文章对读，当有更多体悟。1.计篇：探讨了打仗时从如何胜这个角度要...
214,庄子,孙通海 译注,中华书局,2007,20.0,9.4,https://book.douban.com/subject/2046236/,很久以前就听过这个故事。出自《庄子·大宗师》。“泉涸，鱼相与处于陆，相呴以湿，相濡以沫，不如相忘于江湖。与其誉尧而非桀也，不如两忘而化其道。”泉水干枯了，两只鱼未能及时离开，只好靠吞食对方口里湿气勉强活着。如果是别人，兴许会感慨一声：多么坚贞伟大的爱。可...
215,现代艺术150年:一个未完成的故事,[英] 威尔·贡培兹,广西师范大学出版社,2017,65.0,9.2,https://book.douban.com/subject/26854318/,23年3月7日更新分享不了是因为有道云笔记说里面有敏感词，有没有好心人有好的分享平台，我把我的有道云账号给您，帮忙导出来给大家看。谢谢！可能是因为版权问题，书中提到的很多作品并没有图片，为了让读者有更流畅的阅读体验，特意按作品在书中出现的顺序从网上找到对应...
216,骆驼祥子,老舍,人民文学出版社,1962,12.0,8.6,https://book.douban.com/subject/1043815/,读书笔记合辑，分为两部分，先说虎妞，再说祥子。虎妞的部分涉及了一些与凌子风电影的比对。日子久远，老实说一些情节已经记不太清了，肯定有错误。其实没读懂，供批判…1.虎妞电影版导演凌子风曾在访谈里表示：“我喜欢美的东西，所以不忍心看到祥子堕落。”所以他删去了对...
217,明亮的夜晚,[韩]崔恩荣,台海出版社,2023,52.0,9.0,https://book.douban.com/subject/36457094/,韩国作家讲述几代女性互相支撑、在东亚严苛的性别环境中幸存的故事有不少，这本尤其打动我。作者通过四代女性的生命体验和感受来重建韩国近代史，这个视角特别戳中我。历史从来都是history——hisstory他的故事。在历史的宏大叙述中，女性的身体经验和感受从来都是不被看到...
218,不存在的骑士,[意] 伊塔洛·卡尔维诺,译林出版社,2012,22.0,8.9,https://book.douban.com/subject/6789551/,“有一百个观众就有一百个哈姆雷特”，每个读者在阅读的过程之中其实也就是一次误读的过程，但是这样的误读并无损于作品的伟大。我甚至认为一个好的作品，他在很大的一个程度上是因为他有着许多种被误读的可能，尤其是虚构的作品更是如此。下面就是本人对此书的一次误读尝试。...
219,野火集:二十年纪念版,龙应台,文汇出版社,2005,25.0,8.7,https://book.douban.com/subject/1426971/,我就是龙应台在《野火集》中批判的那类人，那种不关心政治走向，不关心世界形势的人。基本上，我从不看报纸的国际版，最多也就是瞄一下标题。除非是那些国际花边新闻，比如世界银行行长出席会议露出了袜子上的破洞，这样的新闻我才会多看两眼，并且记住了。并且，台湾问题我也...
220,银河帝国：基地七部曲:百万册纪念版,[美] 艾萨克·阿西莫夫,江苏凤凰文艺出版社,2015,328.0,9.5,https://book.douban.com/subject/26389895/,这篇书评可能有关键情节透露《银河帝国》这部煌煌巨著，前后15本，通常被分为三个部分。1-7的七本，《基地七部曲》，讲银河帝国濒临灭亡之后人类如何自救。8-12的五本，《机器人系列》，讲机器人三定律和与机器人有关的故事。13-15的三本，《帝国系列》，讲人类如何从地球开始向银河系扩张。阿西莫夫...
221,最好的我们,八月长安,湖南文艺出版社,2013,55.0,8.7,https://book.douban.com/subject/24754316/,其实早就说好了的。从第一次写《橘生淮南》的书评时就跟她保证，她出多少书我写多少评。现在第三本书终于出来了，她在讲故事的路上越走越远，而我已经在镜子中窥见自己的江郎才尽。文艺女青年都有变成单身女中年的一天，毋须因为这种事情特别伤感。毕竟，没有人能青春不老，也...
222,足利女童连续失踪事件,[日] 清水洁,文汇出版社,2022,49.0,9.0,https://book.douban.com/subject/35776315/,上周读书读到1/3时，开始有意识地标注出清水洁的信源，没想到越往后，源源不断的新信源还在持续出现。这里面有公检法部门，也有曲折拜访才打开房门的受害者家属、十几年前案发地的店员、医学学术机构的科学家、国会议员、辩护律师以及大量媒体同行。可以确定的是，清水洁写书...
223,论语,刘胜利,中华书局,2006,9.8,9.1,https://book.douban.com/subject/1964774/,我每一次看《论语》，都会觉得，我比较喜欢论语里的那个孔子：比起朱熹的孔子，要可爱多了，真实多了。他喜欢穿得体面，喜欢安安静静的发呆，喜欢有事没事发发牢骚，做一些每个老头都会做的事情。不了解儒家的人，不了解孔子的人，往往会觉得，一个拥有万世师表盛...
224,象棋的故事,[奥] 斯蒂芬·茨威格,上海译文出版社,2007,23.0,9.2,https://book.douban.com/subject/2158684/,在人生的不同阶段读茨威格，总会有不同的感悟和收获。十几岁的时候看到《象棋的故事》，因为这个平铺直叙的名字差点就提不起兴趣，还是朋友的推荐勉为其难拿来一读，当时只是被故事曲折离奇的情节所吸引，对岑托维奇的好奇心甚至远远盖过了B博士；二十出头的时候重读，对二人...
225,跨越边界的社区（修订版）:北京“浙江村”的生活史,项飙,生活·读书·新知三联书店,2018,68.0,9.5,https://book.douban.com/subject/30116399/,给我一杯威士忌，（聊的）太开心了。两个聊到兴致处，许知远的酒欲大发，幸甚至哉。许知远开头评价的项飙：我非常理解他，他去印度、澳大利亚对IT民工的调查，他对高速流动身份的这种理解与追求。他是这个时代少见的解释者，他解释了很多东西。对于每一个普通人都有很直接的冲...
226,显微镜下的大明,马伯庸,湖南文艺出版社,2019,52.0,8.7,https://book.douban.com/subject/30414743/,这篇书评可能有关键情节透露一.王朝的衰落在我看到马伯庸这本新书的时候，第一直觉就是应该配着万历十五年一起看，显微镜下的大明趣味盎然，看的时候往往忍俊不禁，万历十五年文风冷静自持，看的时候若不是专业人士或许会稍嫌平淡，但读者如能将两者互相参照，则前者的笑语中多带着刺骨冷汗，而后者的平...
227,会饮篇,[古希腊] 柏拉图,商务印书馆,2013,12.0,9.3,https://book.douban.com/subject/21570668/,前苏格拉底的哲人赫拉克里特仅存的《残篇》中，每一句语焉不详的只言片语都蕴含着石破天惊的巨大力量，比如这句话：上升之路与下降之路本是同一条路。因此，在诸多对《会饮》的解读中，当人们熙熙攘攘都去讨论爱欲的上升时，一个叫做SeanSteel的学者就抓住了老赫这句话，反其...
228,坟,鲁迅,人民文学出版社,2006,16.0,9.6,https://book.douban.com/subject/1974029/,《坟》这本杂文集我读得比较吃力，主要吃力在开头的四篇用文言文写的文章（《人之历史》、《科学史教篇》、《文化偏至论》、《摩罗诗力说》）鲁迅写的文言杂文语言是比较规整的，很有晚清学究的样子，他在《写在&lt;坟&gt;后面》里说自己受了很深的古的东西的影响也可见一斑。...
229,帷幕:阿加莎·克里斯蒂作品33,[英]阿加莎·克里斯蒂,新星出版社,2015,26.0,9.1,https://book.douban.com/subject/26292535/,这篇书评可能有关键情节透露首先我说明一下，福尔摩斯是我看的最早的一部侦探小说，也是我早期最喜欢的一部。我很尊敬柯南道尔及他的书迷们，有些言论仅为调侃，请不要太当真。柯南道尔作为维多利亚女王的效忠者，创作过大量政治诗，他的文笔还是不错的，大量的环境描写烘托了气氛，福尔摩斯的形象也是难...
230,二手时间,[白俄] S. A. 阿列克谢耶维奇,中信出版社,2016,55.0,8.9,https://book.douban.com/subject/26704403/,我一直对苏联感到好奇。同样经历了二十世纪甚至可能是人类有史以来最残酷的政治恐怖和思想压迫，我奇怪为什么苏联仍然可以拥有一些世界级的响亮名字：帕斯捷尔纳克、肖斯塔科维奇、塔可夫斯基。而我们这边却几乎是一片荒芜。1975年，塔可夫斯基拍出《镜子》的时候，中国在搞文...
231,你好，旧时光（上下）,八月长安,新世界出版社,2009,39.8,8.7,https://book.douban.com/subject/4166819/,有人说过。只要用相同的姿势阅读，我们就能彼此安慰。>>>>>>>>>>>>>你几岁，从事什么工作，是否单身，经历了几次恋爱，有没有所托非人。我不清楚。你的性向，形貌，有什么怪癖，有什么秘密，受过几次伤，是否被人背叛过。我不清楚。你抽不抽烟，酗不酗酒，安居乐业还...
232,金锁记,张爱玲,哈尔滨出版社,2005,13.5,8.6,https://book.douban.com/subject/3017857/,曾有一个笑话风靡一时，讲的是一个天才，一生如霓虹灯一样璀璨亮丽毫无败笔，后来他活得不耐烦了，要从楼上跳下来自杀，没想到还压死了一个在逃的杀人犯。这个天才最后绝望地说了一句话：我这一生最大的遗憾就是没有遗憾。这话听起来酸溜溜的，听得人心里不是滋味。事实上，...
233,枪炮、病菌与钢铁:人类社会的命运,[美] 贾雷德·戴蒙德,上海译文出版社,2006,45.0,8.7,https://book.douban.com/subject/1813841/,作为后人，我们总是免不了要对发生过的历史作些“如果”的想象，特别是当这种历史对我们是带有屈辱色彩的历史。比如中国人就常想“如果戊戌变法成功了中国如何”，“没有文化大革命又如何”，同时也会有大量“为什么这样，为什么那样”的问题，如“为什么日本能维新成功，...
234,时间的秩序,[意] 卡洛·罗韦利,湖南科学技术出版社,2019,56.0,8.9,https://book.douban.com/subject/33424487/,这篇书评可能有关键情节透露“比起我们平常模糊的视野，有时疯狂的视角看得更远。”-卡洛·罗韦利，意大利，著名物理学家，圈量子引力理论的开创者之一罗韦利以其简洁诗意又充满热情的科普讲述惊艳世界，被誉为“让物理变性感的男人，下一个史蒂芬·霍金”。想起《重庆森林》里的一句台词：不知道从什么...
235,顾城的诗,顾城,人民文学出版社,1998,20.0,8.8,https://book.douban.com/subject/1033825/,一今天同往常一样，只是天气比昨天和前天的好。工作的时候，透过办公室透明的玻璃窗，外面是一派恬静安详的景色。于是我突然想到了一个人，其实不用提及名字，看他的诗你就会知道。二你一会看我一会看云我觉得你看我时很远你看云时很近三我很久没有写这样的文章了...
236,规训与惩罚:监狱的诞生,[法] 米歇尔·福柯,生活·读书·新知三联书店,2003,21.8,9.3,https://book.douban.com/subject/1012307/,转载请注明出处，谢谢。---------------------------------------------------------------------------------------------------------------------——《疯颠与文明》及《规训与惩罚》读书笔记初读福柯，思想的震撼如狂风呼啸扫荡平原，摧枯拉朽，日月无光。一些道...
237,毛姆短篇小说精选集,[英] 威廉·萨默塞特·毛姆,译林出版社,2012,36.0,9.1,https://book.douban.com/subject/10774752/,毛姆小说大体如此：1.开篇谈点人生感悟；2.引入生活遇到的某位正派先生；3.人物出现意想不到的180°转弯，做出完全不同的选择，导致自己以身边的人困惑和不解，并造成很大的影响；4.人物往往逃避所谓的西方现代文明，遁入宁静、孤独、安详的某个地方，可以是与世隔绝的南太平洋...
238,解忧杂货店,[日] 东野圭吾,南海出版公司,2014,39.5,8.5,https://book.douban.com/subject/25862578/,这篇书评可能有关键情节透露给身边很多人推荐了这本书，最不像东野圭吾的解忧杂货店。没有他引人注目的悬疑和推理，看似凌乱实则缜密。每个人物都充满了矛盾和羁绊，最终又得到救赎。很多朋友反映此书人物众多，且时空错乱，稍不留神会觉得莫名其妙。为大家拥有更好的阅读体验，本人义务制作了本技术贴，...
239,命运,蔡崇达,浙江文艺出版社,2022,59.8,8.9,https://book.douban.com/subject/36084340/,前段时间看到有人推这本书，加上之前看《皮囊》观感不错所以买回来读读，只能说很失望，极其失望。再回过头来看豆瓣，一水的五星书评，我说一句花钱买了过度营销不过分吧？我对《命运》的期待可能是，主人公能有着波折的人生经历，在这些经历中，我能读懂这个人，与他一起看这...
240,火星救援,[美] 安迪·威尔,译林出版社,2015,38.0,8.9,https://book.douban.com/subject/26586492/,这是一部科幻小说，我以个人的角度说说这本书的几个看点。这部小说以第一人称为主讲述了主角孤身一人困在火星近549（火星）天，最后通过自己的技能求得救助的故事。抛开具体的内容不说，这本小说就写了这么一个事情。而且单凭笔者的这句介绍来看，大家可能会以为这么一个绝处...
241,黑箱：日本之耻,[日] 伊藤诗织,雅众文,信出版集,2019.0,8.9,https://book.douban.com/subject/30484795/,1.大学毕业、想要成为职业记者的伊藤诗织，与之前有过几面之缘的TBS电视台华盛顿分社社长山口敬之以讨论工作签证为由一起用餐。伊藤诗织的版本是：两人喝了许多酒，她失去意识，醒来时已是在山口敬之的酒店房间，赤身裸体。山口在她失去意识时和她发生了性关系。伊藤逃离现场...
242,分成两半的子爵,[意] 伊塔洛·卡尔维诺,译林出版社,2012,20.0,8.8,https://book.douban.com/subject/10555486/,为什么我们不饥而食，不渴而饮，既不感到快乐和喜悦，也不觉得悲伤和痛苦，整天在平静而绝望的生活中浑浑噩噩？卡尔维诺说，原因在于我们是完整的。完整的时候，世界对于我们只是抽象的存在，并不能切身地感受到世界的存在，我们陷入了某种抽象的形而上困境中。总是轻易地将一...
243,哈姆莱特,[英] 莎士比亚,人民文学出版社,2001,7.0,8.7,https://book.douban.com/subject/1006197/,不合时宜的沉思——试述哈姆莱特的血气和延宕文/顾一心有关《哈姆莱特》的情节似可一言蔽之：人因过度的思考而扼杀了应有的行动。哈姆莱特——这位举世瞩目的人之骄子，由始至终在行动的血气和延宕的理性间徘徊，最终因猝然的变故结束了自己的生命。作为现世行动的失败者...
244,包法利夫人,福楼拜,人民文学出版社,2003,28.0,9.1,https://book.douban.com/subject/25897678/,读了四个《包法利夫人》的译本，有必要说一下感受与想法，李健吾译本赫赫有名，甚至被许为难以超越的经典，但那些表示热情赞许的人，似乎更多是为李先生对福楼拜的研究所折服，而非倾倒于译作本身。这是一个语言规范尚不成熟、文体明显存在缺陷的译本，除非人们刻意认为文学品...
245,上学记,何兆武 口述,生活·读书·新知三联书店,2006,19.8,8.9,https://book.douban.com/subject/1859140/,《上学记》看完以后，我老有种感觉萦绕很久，但是不知道怎样表达。怎样说都跟我感受到的不太一样。怎么说都只是一部分。今年，从一个大企业里辞职出来，做一种接近公益性的工作，从那种凡事都求利润回报的气氛里脱离出来；周围的人更加多样化、思想更加自由，这些，可能都促成...
246,挽救计划,[美] 安迪·威尔,译林出版社,2021,68.0,9.1,https://book.douban.com/subject/35494160/,这篇书评可能有关键情节透露本书有许多有趣的科技问题，而且都经过作者的缜密计算。本文举一些例子以帮助读者了解作者用功之深。不过作者毕竟不是专业出身，跟上一本著作《月球城市》一样存在不少硬伤，一并在文中讨论。中译本还有一些误译，见本文第二部分。A.科技考证第一章太阳系里有一条非常微弱...
247,总统是靠不住的:近距离看美国之二,林达,生活·读书·新知三联书店,2004,21.8,8.8,https://book.douban.com/subject/1056315/,尼克松在最后的紧要关头，拒绝了黑格的调遣军队保护白宫的要求，接受了最高法院的判决，最终又提出了辞职，在挽回了自己最后的一丝声誉的同时也挽救了美国历史上最大的宪法危机，在作出了种种错误的决定之后，他最后作出了尊重宪法，尊重人性的选择。而几十年后的今天早晨，...
248,大明王朝1566,刘和平,花城出版社,2016,88.0,9.5,https://book.douban.com/subject/26925171/,一读此书，对其人物塑造的立体性、非脸谱化印象深刻。觉其是一部极好的历史小说。再读此书，对其中对权术的分析深为叹服，感佩作者深得官场权术三昧。三读此书，读出了正邪，读出了“丰满的人性”和“精深的权术”所掩盖不住的正邪，惊叹此乃一篇新《原君》，对中国的君主专...
249,认识电影:插图第11版,[美] 路易斯·贾内梯,世界图书出版公司,2007,68.0,8.9,https://book.douban.com/subject/2326403/,在北京电影学院上过学的人都知道，电影学院上课其实是没有教材的，视听语言、剧作、影片分析、摄影基础等专业学科通通都由老师口头相授。纵然电影已经成为时下大众不可或缺的娱乐品及最流行的话题，纵然每个人都在看电影继而谈论电影，纵然这已经是一个全民写影评的时代，可是...
250,奥斯维辛:一部历史,[英] 劳伦斯·里斯,广西师范大学出版社,2016,79.0,9.5,https://book.douban.com/subject/26861418/,这篇书评可能有关键情节透露今天开始看《奥斯维辛》。刚看了几十页，就很吸引人了，正如书中所提到的一些研究历史的方法论和思考角度，根据徐贲的说法，在中国还是空白，对中国历史的研究有启发意义，更具突破性。如“功能主义”和“蓄意主义”对历史分析的区别，简单的说，就是诸如犹太人灭绝计划，是...
